"Country or Area","Element Code","Element","Year","Unit","Value","Value Footnotes"
"Afghanistan","31","Area Harvested","2007","Ha","3400.00000","F "
"Afghanistan","31","Area Harvested","2006","Ha","8030.00000",""
"Afghanistan","31","Area Harvested","2005","Ha","5200.00000","F "
"Afghanistan","31","Area Harvested","2004","Ha","5200.00000","F "
"Afghanistan","31","Area Harvested","2003","Ha","7007.00000",""
"Afghanistan","31","Area Harvested","2002","Ha","5200.00000","F "
"Afghanistan","31","Area Harvested","2001","Ha","5200.00000","F "
"Afghanistan","31","Area Harvested","2000","Ha","5150.00000","F "
"Afghanistan","31","Area Harvested","1999","Ha","5150.00000","F "
"Afghanistan","31","Area Harvested","1998","Ha","5150.00000","F "
"Afghanistan","31","Area Harvested","1997","Ha","5150.00000","F "
"Afghanistan","31","Area Harvested","1996","Ha","5150.00000","F "
"Afghanistan","31","Area Harvested","1995","Ha","5150.00000","F "
"Afghanistan","31","Area Harvested","1994","Ha","5100.00000","F "
"Afghanistan","31","Area Harvested","1993","Ha","5100.00000","F "
"Afghanistan","31","Area Harvested","1992","Ha","5060.00000","F "
"Afghanistan","31","Area Harvested","1991","Ha","5060.00000","F "
"Afghanistan","31","Area Harvested","1990","Ha","5060.00000","F "
"Afghanistan","31","Area Harvested","1989","Ha","5060.00000","F "
"Afghanistan","31","Area Harvested","1988","Ha","5050.00000","F "
"Afghanistan","31","Area Harvested","1987","Ha","4830.00000","F "
"Afghanistan","31","Area Harvested","1986","Ha","5610.00000","F "
"Afghanistan","31","Area Harvested","1985","Ha","5750.00000","F "
"Afghanistan","31","Area Harvested","1984","Ha","5920.00000","F "
"Afghanistan","31","Area Harvested","1983","Ha","6170.00000","F "
"Afghanistan","31","Area Harvested","1982","Ha","6410.00000","F "
"Afghanistan","31","Area Harvested","1981","Ha","6680.00000","F "
"Afghanistan","31","Area Harvested","1980","Ha","6820.00000","F "
"Afghanistan","31","Area Harvested","1979","Ha","6810.00000","F "
"Afghanistan","31","Area Harvested","1978","Ha","7050.00000","F "
"Afghanistan","31","Area Harvested","1977","Ha","7100.00000","F "
"Afghanistan","31","Area Harvested","1976","Ha","7080.00000","F "
"Afghanistan","31","Area Harvested","1975","Ha","7080.00000","F "
"Afghanistan","31","Area Harvested","1974","Ha","7070.00000","F "
"Afghanistan","31","Area Harvested","1973","Ha","6950.00000","F "
"Afghanistan","31","Area Harvested","1972","Ha","6810.00000","F "
"Afghanistan","31","Area Harvested","1971","Ha","6630.00000","F "
"Afghanistan","31","Area Harvested","1970","Ha","6630.00000","F "
"Afghanistan","31","Area Harvested","1969","Ha","6590.00000","F "
"Afghanistan","31","Area Harvested","1968","Ha","6480.00000","F "
"Afghanistan","31","Area Harvested","1967","Ha","6620.00000","F "
"Afghanistan","31","Area Harvested","1966","Ha","5930.00000","F "
"Afghanistan","31","Area Harvested","1965","Ha","5370.00000","F "
"Afghanistan","31","Area Harvested","1964","Ha","5100.00000","F "
"Afghanistan","31","Area Harvested","1963","Ha","4820.00000","F "
"Afghanistan","31","Area Harvested","1962","Ha","4820.00000","F "
"Afghanistan","31","Area Harvested","1961","Ha","4820.00000","F "
"Afghanistan","41","Yield","2007","Hg/Ha","72891.00000","Fc"
"Afghanistan","41","Yield","2006","Hg/Ha","26920.00000","Fc"
"Afghanistan","41","Yield","2005","Hg/Ha","73076.00000","Fc"
"Afghanistan","41","Yield","2004","Hg/Ha","73076.00000","Fc"
"Afghanistan","41","Yield","2003","Hg/Ha","54231.00000","Fc"
"Afghanistan","41","Yield","2002","Hg/Ha","73076.00000","Fc"
"Afghanistan","41","Yield","2001","Hg/Ha","73076.00000","Fc"
"Afghanistan","41","Yield","2000","Hg/Ha","72815.00000","Fc"
"Afghanistan","41","Yield","1999","Hg/Ha","72815.00000","Fc"
"Afghanistan","41","Yield","1998","Hg/Ha","72815.00000","Fc"
"Afghanistan","41","Yield","1997","Hg/Ha","72815.00000","Fc"
"Afghanistan","41","Yield","1996","Hg/Ha","72815.00000","Fc"
"Afghanistan","41","Yield","1995","Hg/Ha","72815.00000","Fc"
"Afghanistan","41","Yield","1994","Hg/Ha","72549.00000","Fc"
"Afghanistan","41","Yield","1993","Hg/Ha","72549.00000","Fc"
"Afghanistan","41","Yield","1992","Hg/Ha","72529.00000","Fc"
"Afghanistan","41","Yield","1991","Hg/Ha","71343.00000","Fc"
"Afghanistan","41","Yield","1990","Hg/Ha","71343.00000","Fc"
"Afghanistan","41","Yield","1989","Hg/Ha","71343.00000","Fc"
"Afghanistan","41","Yield","1988","Hg/Ha","71089.00000","Fc"
"Afghanistan","41","Yield","1987","Hg/Ha","73084.00000","Fc"
"Afghanistan","41","Yield","1986","Hg/Ha","73618.00000","Fc"
"Afghanistan","41","Yield","1985","Hg/Ha","70782.00000","Fc"
"Afghanistan","41","Yield","1984","Hg/Ha","71790.00000","Fc"
"Afghanistan","41","Yield","1983","Hg/Ha","71799.00000","Fc"
"Afghanistan","41","Yield","1982","Hg/Ha","70826.00000","Fc"
"Afghanistan","41","Yield","1981","Hg/Ha","70508.00000","Fc"
"Afghanistan","41","Yield","1980","Hg/Ha","69648.00000","Fc"
"Afghanistan","41","Yield","1979","Hg/Ha","67547.00000","Fc"
"Afghanistan","41","Yield","1978","Hg/Ha","68510.00000","Fc"
"Afghanistan","41","Yield","1977","Hg/Ha","46619.00000","Fc"
"Afghanistan","41","Yield","1976","Hg/Ha","78672.00000","Fc"
"Afghanistan","41","Yield","1975","Hg/Ha","84039.00000","Fc"
"Afghanistan","41","Yield","1974","Hg/Ha","83734.00000","Fc"
"Afghanistan","41","Yield","1973","Hg/Ha","84604.00000","Fc"
"Afghanistan","41","Yield","1972","Hg/Ha","82966.00000","Fc"
"Afghanistan","41","Yield","1971","Hg/Ha","68929.00000","Fc"
"Afghanistan","41","Yield","1970","Hg/Ha","87631.00000","Fc"
"Afghanistan","41","Yield","1969","Hg/Ha","91047.00000","Fc"
"Afghanistan","41","Yield","1968","Hg/Ha","91666.00000","Fc"
"Afghanistan","41","Yield","1967","Hg/Ha","88670.00000","Fc"
"Afghanistan","41","Yield","1966","Hg/Ha","81618.00000","Fc"
"Afghanistan","41","Yield","1965","Hg/Ha","80819.00000","Fc"
"Afghanistan","41","Yield","1964","Hg/Ha","76862.00000","Fc"
"Afghanistan","41","Yield","1963","Hg/Ha","66390.00000","Fc"
"Afghanistan","41","Yield","1962","Hg/Ha","66390.00000","Fc"
"Afghanistan","41","Yield","1961","Hg/Ha","66390.00000","Fc"
"Afghanistan","51","Production Quantity","2007","tonnes","24783.00000",""
"Afghanistan","51","Production Quantity","2006","tonnes","21617.00000",""
"Afghanistan","51","Production Quantity","2005","tonnes","38000.00000","F "
"Afghanistan","51","Production Quantity","2004","tonnes","38000.00000","F "
"Afghanistan","51","Production Quantity","2003","tonnes","38000.00000","F "
"Afghanistan","51","Production Quantity","2002","tonnes","38000.00000","F "
"Afghanistan","51","Production Quantity","2001","tonnes","38000.00000","F "
"Afghanistan","51","Production Quantity","2000","tonnes","37500.00000","F "
"Afghanistan","51","Production Quantity","1999","tonnes","37500.00000","F "
"Afghanistan","51","Production Quantity","1998","tonnes","37500.00000","F "
"Afghanistan","51","Production Quantity","1997","tonnes","37500.00000","F "
"Afghanistan","51","Production Quantity","1996","tonnes","37500.00000","F "
"Afghanistan","51","Production Quantity","1995","tonnes","37500.00000","F "
"Afghanistan","51","Production Quantity","1994","tonnes","37000.00000","F "
"Afghanistan","51","Production Quantity","1993","tonnes","37000.00000","F "
"Afghanistan","51","Production Quantity","1992","tonnes","36700.00000","F "
"Afghanistan","51","Production Quantity","1991","tonnes","36100.00000","F "
"Afghanistan","51","Production Quantity","1990","tonnes","36100.00000","F "
"Afghanistan","51","Production Quantity","1989","tonnes","36100.00000","F "
"Afghanistan","51","Production Quantity","1988","tonnes","35900.00000","F "
"Afghanistan","51","Production Quantity","1987","tonnes","35300.00000","F "
"Afghanistan","51","Production Quantity","1986","tonnes","41300.00000","F "
"Afghanistan","51","Production Quantity","1985","tonnes","40700.00000","F "
"Afghanistan","51","Production Quantity","1984","tonnes","42500.00000","F "
"Afghanistan","51","Production Quantity","1983","tonnes","44300.00000","F "
"Afghanistan","51","Production Quantity","1982","tonnes","45400.00000","F "
"Afghanistan","51","Production Quantity","1981","tonnes","47100.00000","F "
"Afghanistan","51","Production Quantity","1980","tonnes","47500.00000","F "
"Afghanistan","51","Production Quantity","1979","tonnes","46000.00000","F "
"Afghanistan","51","Production Quantity","1978","tonnes","48300.00000","F "
"Afghanistan","51","Production Quantity","1977","tonnes","33100.00000","F "
"Afghanistan","51","Production Quantity","1976","tonnes","55700.00000","F "
"Afghanistan","51","Production Quantity","1975","tonnes","59500.00000","F "
"Afghanistan","51","Production Quantity","1974","tonnes","59200.00000","F "
"Afghanistan","51","Production Quantity","1973","tonnes","58800.00000","F "
"Afghanistan","51","Production Quantity","1972","tonnes","56500.00000","F "
"Afghanistan","51","Production Quantity","1971","tonnes","45700.00000","F "
"Afghanistan","51","Production Quantity","1970","tonnes","58100.00000","F "
"Afghanistan","51","Production Quantity","1969","tonnes","60000.00000","F "
"Afghanistan","51","Production Quantity","1968","tonnes","59400.00000","F "
"Afghanistan","51","Production Quantity","1967","tonnes","58700.00000","F "
"Afghanistan","51","Production Quantity","1966","tonnes","48400.00000","F "
"Afghanistan","51","Production Quantity","1965","tonnes","43400.00000","F "
"Afghanistan","51","Production Quantity","1964","tonnes","39200.00000","F "
"Afghanistan","51","Production Quantity","1963","tonnes","32000.00000","F "
"Afghanistan","51","Production Quantity","1962","tonnes","32000.00000","F "
"Afghanistan","51","Production Quantity","1961","tonnes","32000.00000",""
"Albania","31","Area Harvested","2007","Ha","400.00000","F "
"Albania","31","Area Harvested","2006","Ha","380.00000","F "
"Albania","31","Area Harvested","2005","Ha","400.00000","F "
"Albania","31","Area Harvested","2004","Ha","350.00000","F "
"Albania","31","Area Harvested","2003","Ha","400.00000","F "
"Albania","31","Area Harvested","2002","Ha","400.00000","F "
"Albania","31","Area Harvested","2001","Ha","400.00000","F "
"Albania","31","Area Harvested","2000","Ha","400.00000","F "
"Albania","31","Area Harvested","1999","Ha","400.00000",""
"Albania","31","Area Harvested","1998","Ha","400.00000",""
"Albania","31","Area Harvested","1997","Ha","400.00000","F "
"Albania","31","Area Harvested","1996","Ha","400.00000","F "
"Albania","31","Area Harvested","1995","Ha","400.00000","F "
"Albania","31","Area Harvested","1994","Ha","400.00000","F "
"Albania","31","Area Harvested","1993","Ha","400.00000","F "
"Albania","31","Area Harvested","1992","Ha","400.00000","F "
"Albania","31","Area Harvested","1991","Ha","400.00000","F "
"Albania","31","Area Harvested","1990","Ha","530.00000","F "
"Albania","31","Area Harvested","1989","Ha","530.00000","F "
"Albania","31","Area Harvested","1988","Ha","530.00000","F "
"Albania","31","Area Harvested","1987","Ha","530.00000","F "
"Albania","31","Area Harvested","1986","Ha","530.00000","F "
"Albania","31","Area Harvested","1985","Ha","530.00000","F "
"Albania","31","Area Harvested","1984","Ha","0.00000","NR"
"Albania","31","Area Harvested","1983","Ha","0.00000","NR"
"Albania","31","Area Harvested","1982","Ha","0.00000","NR"
"Albania","31","Area Harvested","1981","Ha","0.00000","NR"
"Albania","31","Area Harvested","1980","Ha","0.00000","NR"
"Albania","31","Area Harvested","1979","Ha","0.00000","NR"
"Albania","31","Area Harvested","1978","Ha","0.00000","NR"
"Albania","31","Area Harvested","1977","Ha","0.00000","NR"
"Albania","31","Area Harvested","1976","Ha","0.00000","NR"
"Albania","31","Area Harvested","1975","Ha","0.00000","NR"
"Albania","31","Area Harvested","1974","Ha","0.00000","NR"
"Albania","31","Area Harvested","1973","Ha","0.00000","NR"
"Albania","31","Area Harvested","1972","Ha","0.00000","NR"
"Albania","31","Area Harvested","1971","Ha","0.00000","NR"
"Albania","31","Area Harvested","1970","Ha","0.00000","NR"
"Albania","31","Area Harvested","1969","Ha","0.00000","NR"
"Albania","31","Area Harvested","1968","Ha","0.00000","NR"
"Albania","31","Area Harvested","1967","Ha","0.00000","NR"
"Albania","31","Area Harvested","1966","Ha","0.00000","NR"
"Albania","31","Area Harvested","1965","Ha","0.00000","NR"
"Albania","31","Area Harvested","1964","Ha","0.00000","NR"
"Albania","31","Area Harvested","1963","Ha","0.00000","NR"
"Albania","31","Area Harvested","1962","Ha","0.00000","NR"
"Albania","31","Area Harvested","1961","Ha","0.00000","NR"
"Albania","41","Yield","2007","Hg/Ha","50000.00000","Fc"
"Albania","41","Yield","2006","Hg/Ha","50000.00000","Fc"
"Albania","41","Yield","2005","Hg/Ha","50000.00000","Fc"
"Albania","41","Yield","2004","Hg/Ha","51428.00000","Fc"
"Albania","41","Yield","2003","Hg/Ha","55000.00000","Fc"
"Albania","41","Yield","2002","Hg/Ha","50000.00000","Fc"
"Albania","41","Yield","2001","Hg/Ha","39525.00000","Fc"
"Albania","41","Yield","2000","Hg/Ha","16750.00000","Fc"
"Albania","41","Yield","1999","Hg/Ha","10000.00000","Fc"
"Albania","41","Yield","1998","Hg/Ha","10000.00000","Fc"
"Albania","41","Yield","1997","Hg/Ha","10000.00000","Fc"
"Albania","41","Yield","1996","Hg/Ha","8500.00000","Fc"
"Albania","41","Yield","1995","Hg/Ha","15000.00000","Fc"
"Albania","41","Yield","1994","Hg/Ha","25000.00000","Fc"
"Albania","41","Yield","1993","Hg/Ha","27500.00000","Fc"
"Albania","41","Yield","1992","Hg/Ha","30000.00000","Fc"
"Albania","41","Yield","1991","Hg/Ha","30000.00000","Fc"
"Albania","41","Yield","1990","Hg/Ha","32075.00000","Fc"
"Albania","41","Yield","1989","Hg/Ha","30188.00000","Fc"
"Albania","41","Yield","1988","Hg/Ha","24528.00000","Fc"
"Albania","41","Yield","1987","Hg/Ha","24528.00000","Fc"
"Albania","41","Yield","1986","Hg/Ha","30188.00000","Fc"
"Albania","41","Yield","1985","Hg/Ha","18867.00000","Fc"
"Albania","41","Yield","1984","Hg/Ha","0.00000","NR"
"Albania","41","Yield","1983","Hg/Ha","0.00000","NR"
"Albania","41","Yield","1982","Hg/Ha","0.00000","NR"
"Albania","41","Yield","1981","Hg/Ha","0.00000","NR"
"Albania","41","Yield","1980","Hg/Ha","0.00000","NR"
"Albania","41","Yield","1979","Hg/Ha","0.00000","NR"
"Albania","41","Yield","1978","Hg/Ha","0.00000","NR"
"Albania","41","Yield","1977","Hg/Ha","0.00000","NR"
"Albania","41","Yield","1976","Hg/Ha","0.00000","NR"
"Albania","41","Yield","1975","Hg/Ha","0.00000","NR"
"Albania","41","Yield","1974","Hg/Ha","0.00000","NR"
"Albania","41","Yield","1973","Hg/Ha","0.00000","NR"
"Albania","41","Yield","1972","Hg/Ha","0.00000","NR"
"Albania","41","Yield","1971","Hg/Ha","0.00000","NR"
"Albania","41","Yield","1970","Hg/Ha","0.00000","NR"
"Albania","41","Yield","1969","Hg/Ha","0.00000","NR"
"Albania","41","Yield","1968","Hg/Ha","0.00000","NR"
"Albania","41","Yield","1967","Hg/Ha","0.00000","NR"
"Albania","41","Yield","1966","Hg/Ha","0.00000","NR"
"Albania","41","Yield","1965","Hg/Ha","0.00000","NR"
"Albania","41","Yield","1964","Hg/Ha","0.00000","NR"
"Albania","41","Yield","1963","Hg/Ha","0.00000","NR"
"Albania","41","Yield","1962","Hg/Ha","0.00000","NR"
"Albania","41","Yield","1961","Hg/Ha","0.00000","NR"
"Albania","51","Production Quantity","2007","tonnes","2000.00000",""
"Albania","51","Production Quantity","2006","tonnes","1900.00000",""
"Albania","51","Production Quantity","2005","tonnes","2000.00000","F "
"Albania","51","Production Quantity","2004","tonnes","1800.00000","F "
"Albania","51","Production Quantity","2003","tonnes","2200.00000","F "
"Albania","51","Production Quantity","2002","tonnes","2000.00000","F "
"Albania","51","Production Quantity","2001","tonnes","1581.00000",""
"Albania","51","Production Quantity","2000","tonnes","670.00000",""
"Albania","51","Production Quantity","1999","tonnes","400.00000",""
"Albania","51","Production Quantity","1998","tonnes","400.00000",""
"Albania","51","Production Quantity","1997","tonnes","400.00000",""
"Albania","51","Production Quantity","1996","tonnes","340.00000",""
"Albania","51","Production Quantity","1995","tonnes","600.00000","F "
"Albania","51","Production Quantity","1994","tonnes","1000.00000","F "
"Albania","51","Production Quantity","1993","tonnes","1100.00000","F "
"Albania","51","Production Quantity","1992","tonnes","1200.00000","F "
"Albania","51","Production Quantity","1991","tonnes","1200.00000","F "
"Albania","51","Production Quantity","1990","tonnes","1700.00000","F "
"Albania","51","Production Quantity","1989","tonnes","1600.00000","F "
"Albania","51","Production Quantity","1988","tonnes","1300.00000","F "
"Albania","51","Production Quantity","1987","tonnes","1300.00000","F "
"Albania","51","Production Quantity","1986","tonnes","1600.00000","F "
"Albania","51","Production Quantity","1985","tonnes","1000.00000","F "
"Albania","51","Production Quantity","1984","tonnes","1000.00000","F "
"Albania","51","Production Quantity","1983","tonnes","1100.00000","F "
"Albania","51","Production Quantity","1982","tonnes","1100.00000","F "
"Albania","51","Production Quantity","1981","tonnes","1200.00000","F "
"Albania","51","Production Quantity","1980","tonnes","1100.00000",""
"Albania","51","Production Quantity","1979","tonnes","1500.00000","F "
"Albania","51","Production Quantity","1978","tonnes","1500.00000","F "
"Albania","51","Production Quantity","1977","tonnes","1200.00000","F "
"Albania","51","Production Quantity","1976","tonnes","1200.00000","F "
"Albania","51","Production Quantity","1975","tonnes","1000.00000","F "
"Albania","51","Production Quantity","1974","tonnes","1000.00000","F "
"Albania","51","Production Quantity","1973","tonnes","900.00000","F "
"Albania","51","Production Quantity","1972","tonnes","900.00000","F "
"Albania","51","Production Quantity","1971","tonnes","900.00000","F "
"Albania","51","Production Quantity","1970","tonnes","900.00000","F "
"Albania","51","Production Quantity","1969","tonnes","700.00000","F "
"Albania","51","Production Quantity","1968","tonnes","600.00000","F "
"Albania","51","Production Quantity","1967","tonnes","500.00000","F "
"Albania","51","Production Quantity","1966","tonnes","600.00000","F "
"Albania","51","Production Quantity","1965","tonnes","600.00000","F "
"Albania","51","Production Quantity","1964","tonnes","600.00000","F "
"Albania","51","Production Quantity","1963","tonnes","600.00000","F "
"Albania","51","Production Quantity","1962","tonnes","700.00000","F "
"Albania","51","Production Quantity","1961","tonnes","900.00000","F "
"Algeria","31","Area Harvested","2007","Ha","31085.00000",""
"Algeria","31","Area Harvested","2006","Ha","27362.00000",""
"Algeria","31","Area Harvested","2005","Ha","22888.00000",""
"Algeria","31","Area Harvested","2004","Ha","19375.00000",""
"Algeria","31","Area Harvested","2003","Ha","16330.00000",""
"Algeria","31","Area Harvested","2002","Ha","14660.00000",""
"Algeria","31","Area Harvested","2001","Ha","13530.00000",""
"Algeria","31","Area Harvested","2000","Ha","13390.00000",""
"Algeria","31","Area Harvested","1999","Ha","13950.00000",""
"Algeria","31","Area Harvested","1998","Ha","13680.00000",""
"Algeria","31","Area Harvested","1997","Ha","13770.00000",""
"Algeria","31","Area Harvested","1996","Ha","13460.00000",""
"Algeria","31","Area Harvested","1995","Ha","13040.00000",""
"Algeria","31","Area Harvested","1994","Ha","13170.00000",""
"Algeria","31","Area Harvested","1993","Ha","12560.00000",""
"Algeria","31","Area Harvested","1992","Ha","12290.00000",""
"Algeria","31","Area Harvested","1991","Ha","12012.00000",""
"Algeria","31","Area Harvested","1990","Ha","14010.00000",""
"Algeria","31","Area Harvested","1989","Ha","14300.00000","F "
"Algeria","31","Area Harvested","1988","Ha","10200.00000","F "
"Algeria","31","Area Harvested","1987","Ha","10500.00000","F "
"Algeria","31","Area Harvested","1986","Ha","9300.00000","F "
"Algeria","31","Area Harvested","1985","Ha","13000.00000","F "
"Algeria","31","Area Harvested","1984","Ha","12000.00000","F "
"Algeria","31","Area Harvested","1983","Ha","10000.00000","F "
"Algeria","31","Area Harvested","1982","Ha","11000.00000","F "
"Algeria","31","Area Harvested","1981","Ha","12000.00000","F "
"Algeria","31","Area Harvested","1980","Ha","7700.00000","F "
"Algeria","31","Area Harvested","1979","Ha","8700.00000","F "
"Algeria","31","Area Harvested","1978","Ha","7300.00000","F "
"Algeria","31","Area Harvested","1977","Ha","9200.00000","F "
"Algeria","31","Area Harvested","1976","Ha","6000.00000","F "
"Algeria","31","Area Harvested","1975","Ha","6500.00000","F "
"Algeria","31","Area Harvested","1974","Ha","4500.00000","F "
"Algeria","31","Area Harvested","1973","Ha","3600.00000","F "
"Algeria","31","Area Harvested","1972","Ha","4300.00000","F "
"Algeria","31","Area Harvested","1971","Ha","4300.00000","F "
"Algeria","31","Area Harvested","1970","Ha","4000.00000","F "
"Algeria","31","Area Harvested","1969","Ha","4000.00000","F "
"Algeria","31","Area Harvested","1968","Ha","3800.00000","F "
"Algeria","31","Area Harvested","1967","Ha","4500.00000","F "
"Algeria","31","Area Harvested","1966","Ha","3900.00000","F "
"Algeria","31","Area Harvested","1965","Ha","4000.00000","F "
"Algeria","31","Area Harvested","1964","Ha","4200.00000","F "
"Algeria","31","Area Harvested","1963","Ha","4000.00000","F "
"Algeria","31","Area Harvested","1962","Ha","4600.00000","F "
"Algeria","31","Area Harvested","1961","Ha","4200.00000","F "
"Algeria","41","Yield","2007","Hg/Ha","37457.00000","Fc"
"Algeria","41","Yield","2006","Hg/Ha","61039.00000","Fc"
"Algeria","41","Yield","2005","Hg/Ha","63394.00000","Fc"
"Algeria","41","Yield","2004","Hg/Ha","45414.00000","Fc"
"Algeria","41","Yield","2003","Hg/Ha","65198.00000","Fc"
"Algeria","41","Yield","2002","Hg/Ha","50295.00000","Fc"
"Algeria","41","Yield","2001","Hg/Ha","50054.00000","Fc"
"Algeria","41","Yield","2000","Hg/Ha","42086.00000","Fc"
"Algeria","41","Yield","1999","Hg/Ha","53146.00000","Fc"
"Algeria","41","Yield","1998","Hg/Ha","42478.00000","Fc"
"Algeria","41","Yield","1997","Hg/Ha","28939.00000","Fc"
"Algeria","41","Yield","1996","Hg/Ha","59435.00000","Fc"
"Algeria","41","Yield","1995","Hg/Ha","31620.00000","Fc"
"Algeria","41","Yield","1994","Hg/Ha","32413.00000","Fc"
"Algeria","41","Yield","1993","Hg/Ha","55085.00000","Fc"
"Algeria","41","Yield","1992","Hg/Ha","33185.00000","Fc"
"Algeria","41","Yield","1991","Hg/Ha","49336.00000","Fc"
"Algeria","41","Yield","1990","Hg/Ha","24967.00000","Fc"
"Algeria","41","Yield","1989","Hg/Ha","32115.00000","Fc"
"Algeria","41","Yield","1988","Hg/Ha","31862.00000","Fc"
"Algeria","41","Yield","1987","Hg/Ha","34695.00000","Fc"
"Algeria","41","Yield","1986","Hg/Ha","39820.00000","Fc"
"Algeria","41","Yield","1985","Hg/Ha","32621.00000","Fc"
"Algeria","41","Yield","1984","Hg/Ha","45531.00000","Fc"
"Algeria","41","Yield","1983","Hg/Ha","60519.00000","Fc"
"Algeria","41","Yield","1982","Hg/Ha","36269.00000","Fc"
"Algeria","41","Yield","1981","Hg/Ha","35343.00000","Fc"
"Algeria","41","Yield","1980","Hg/Ha","30240.00000","Fc"
"Algeria","41","Yield","1979","Hg/Ha","34703.00000","Fc"
"Algeria","41","Yield","1978","Hg/Ha","29887.00000","Fc"
"Algeria","41","Yield","1977","Hg/Ha","30007.00000","Fc"
"Algeria","41","Yield","1976","Hg/Ha","34721.00000","Fc"
"Algeria","41","Yield","1975","Hg/Ha","34976.00000","Fc"
"Algeria","41","Yield","1974","Hg/Ha","29540.00000","Fc"
"Algeria","41","Yield","1973","Hg/Ha","30252.00000","Fc"
"Algeria","41","Yield","1972","Hg/Ha","29972.00000","Fc"
"Algeria","41","Yield","1971","Hg/Ha","35113.00000","Fc"
"Algeria","41","Yield","1970","Hg/Ha","35500.00000","Fc"
"Algeria","41","Yield","1969","Hg/Ha","31190.00000","Fc"
"Algeria","41","Yield","1968","Hg/Ha","30218.00000","Fc"
"Algeria","41","Yield","1967","Hg/Ha","29100.00000","Fc"
"Algeria","41","Yield","1966","Hg/Ha","29810.00000","Fc"
"Algeria","41","Yield","1965","Hg/Ha","34272.00000","Fc"
"Algeria","41","Yield","1964","Hg/Ha","35476.00000","Fc"
"Algeria","41","Yield","1963","Hg/Ha","30000.00000","Fc"
"Algeria","41","Yield","1962","Hg/Ha","30000.00000","Fc"
"Algeria","41","Yield","1961","Hg/Ha","30285.00000","Fc"
"Algeria","51","Production Quantity","2007","tonnes","116438.00000",""
"Algeria","51","Production Quantity","2006","tonnes","167017.00000",""
"Algeria","51","Production Quantity","2005","tonnes","145097.00000",""
"Algeria","51","Production Quantity","2004","tonnes","87991.00000",""
"Algeria","51","Production Quantity","2003","tonnes","106469.00000",""
"Algeria","51","Production Quantity","2002","tonnes","73733.00000",""
"Algeria","51","Production Quantity","2001","tonnes","67724.00000",""
"Algeria","51","Production Quantity","2000","tonnes","56354.00000",""
"Algeria","51","Production Quantity","1999","tonnes","74140.00000",""
"Algeria","51","Production Quantity","1998","tonnes","58110.00000",""
"Algeria","51","Production Quantity","1997","tonnes","39850.00000",""
"Algeria","51","Production Quantity","1996","tonnes","80000.00000",""
"Algeria","51","Production Quantity","1995","tonnes","41233.00000",""
"Algeria","51","Production Quantity","1994","tonnes","42689.00000",""
"Algeria","51","Production Quantity","1993","tonnes","69187.00000",""
"Algeria","51","Production Quantity","1992","tonnes","40785.00000",""
"Algeria","51","Production Quantity","1991","tonnes","59263.00000",""
"Algeria","51","Production Quantity","1990","tonnes","34979.00000",""
"Algeria","51","Production Quantity","1989","tonnes","45925.00000",""
"Algeria","51","Production Quantity","1988","tonnes","32500.00000",""
"Algeria","51","Production Quantity","1987","tonnes","36430.00000",""
"Algeria","51","Production Quantity","1986","tonnes","37033.00000",""
"Algeria","51","Production Quantity","1985","tonnes","42408.00000",""
"Algeria","51","Production Quantity","1984","tonnes","54638.00000",""
"Algeria","51","Production Quantity","1983","tonnes","60519.00000",""
"Algeria","51","Production Quantity","1982","tonnes","39896.00000",""
"Algeria","51","Production Quantity","1981","tonnes","42412.00000",""
"Algeria","51","Production Quantity","1980","tonnes","23285.00000",""
"Algeria","51","Production Quantity","1979","tonnes","30192.00000",""
"Algeria","51","Production Quantity","1978","tonnes","21818.00000",""
"Algeria","51","Production Quantity","1977","tonnes","27607.00000",""
"Algeria","51","Production Quantity","1976","tonnes","20833.00000",""
"Algeria","51","Production Quantity","1975","tonnes","22735.00000",""
"Algeria","51","Production Quantity","1974","tonnes","13293.00000",""
"Algeria","51","Production Quantity","1973","tonnes","10891.00000",""
"Algeria","51","Production Quantity","1972","tonnes","12888.00000",""
"Algeria","51","Production Quantity","1971","tonnes","15099.00000",""
"Algeria","51","Production Quantity","1970","tonnes","14200.00000",""
"Algeria","51","Production Quantity","1969","tonnes","12476.00000",""
"Algeria","51","Production Quantity","1968","tonnes","11483.00000",""
"Algeria","51","Production Quantity","1967","tonnes","13095.00000",""
"Algeria","51","Production Quantity","1966","tonnes","11626.00000",""
"Algeria","51","Production Quantity","1965","tonnes","13709.00000",""
"Algeria","51","Production Quantity","1964","tonnes","14900.00000",""
"Algeria","51","Production Quantity","1963","tonnes","12000.00000",""
"Algeria","51","Production Quantity","1962","tonnes","13800.00000",""
"Algeria","51","Production Quantity","1961","tonnes","12720.00000",""
"Argentina","31","Area Harvested","2007","Ha","2400.00000","F "
"Argentina","31","Area Harvested","2006","Ha","2300.00000","F "
"Argentina","31","Area Harvested","2005","Ha","2200.00000","F "
"Argentina","31","Area Harvested","2004","Ha","2200.00000","F "
"Argentina","31","Area Harvested","2003","Ha","2200.00000","F "
"Argentina","31","Area Harvested","2002","Ha","2200.00000","F "
"Argentina","31","Area Harvested","2001","Ha","2150.00000","F "
"Argentina","31","Area Harvested","2000","Ha","2200.00000","F "
"Argentina","31","Area Harvested","1999","Ha","3000.00000","F "
"Argentina","31","Area Harvested","1998","Ha","3000.00000","F "
